Kod wewnętrzny,Nazwa,Kod roboczy,Przyjęto,Sprzedaż,Suma,Brutto,Zwrócono,koszt-jednostka,koszt-przyjęcie,20%,Uszkodzenia - Przyjęcie,Uszkodzenia - Zwrot,source_file,source_sheet,source_sheet_clean,report_date_raw,spot_id_raw,load_timestamp,30%,Paczki 2,Paczki 1
,Produkt CAT01-X-5-2,C-CAT01-X-5-2,0,1,1,23.11,0,,,0,0,0,17.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,17.03.26,2,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-3-2,CAT01-X-3-2,2,1,1,24.12,0,7.11,14.22,0,0,0,17.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,17.03.26,2,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-2-1,CAT01-X-2-1,0,0,1,4.36,0,7.13,0.0,0,0,0,17.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,17.03.26,2,2026-04-20 17:42:40.483431,0.0,1.0,
,Produkt CAT10-X-1-1,CAT10-X-1-1,0,0,3,14.81,0,4.23,0.0,0,0,0,17.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,17.03.26,2,2026-04-20 17:42:40.483431,0.0,3.0,
,Produkt CAT13-X-2-1,CAT13-X-2-1,0,0,1,2.68,0,1.43,0.0,0,0,0,17.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,17.03.26,2,2026-04-20 17:42:40.483431,0.0,1.0,
,Produkt CAT10-X-2-2,CAT10-X-2-2,2,0,0,0.0,0,3.69,7.38,0,0,0,17.03.26.xlsx,Sklep numer 2 #2,Sklep numer 2#2,17.03.26,2,2026-04-20 17:42:40.483431,0.0,0.0,
C3B2B2H8E5,Produkt CAT04-1-2 C3B2B2H8E5,CAT04-1-2,2,2,2,32.2,0,3.18,6.36,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3H8J0B2J0,Produkt CAT15-4 C3H8J0B2J0,CAT15-4,3,3,3,43.01,0,3.4,10.2,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3H8J0C3A1,Produkt CAT15-3 C3H8J0C3A1,CAT15-3,4,2,2,31.39,0,4.38,17.52,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3H8J0C3C3,Produkt CAT15-2 C3H8J0C3C3,CAT15-2,2,2,2,30.61,0,5.58,11.16,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3F6J0J0A1,Produkt CAT01-2-2 C3F6J0J0A1,CAT01-2-2,8,5,6,139.02,0,5.32,42.56,1,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3H8G7I9E5,Produkt CAT01-3-1 C3H8G7I9E5,CAT01-3-1,0,0,8,77.0,0,5.65,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,3.0,5.0,
D4A1E5A1J0,Produkt CAT13-2-2 D4A1E5A1J0,CAT13-2-2,3,3,3,26.31,0,2.88,8.64,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0G7J0I9,Produkt CAT06-1-2 C3J0G7J0I9,CAT06-1-2,6,6,6,82.96,0,5.66,33.96,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0G7J0H8,Produkt CAT02-1-2 C3J0G7J0H8,CAT02-1-2,2,2,2,30.21,0,4.09,8.18,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
B2G7I9C3C3,Produkt CAT05-3 B2G7I9C3C3,CAT05-3,0,0,5,74.87,0,5.82,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,5.0,0.0,
,Dodatek 06,DODATEK-06,8,8,8,36.55,0,1.26,10.08,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3H8G7I9E5,Produkt CAT01-3-2 C3H8G7I9E5,CAT01-3-2,5,4,4,102.55,0,4.0,20.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0G7J0G7,Produkt CAT07-1-1 C3J0G7J0G7,CAT07-1-1,0,0,3,38.43,0,4.68,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,3.0,0.0,
,Dodatek 08,DODATEK-08,3,3,3,3.44,0,0.32,0.96,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0G7E5F6,Produkt CAT14-3 C3J0G7E5F6,CAT14-3,0,2,2,18.66,0,2.08,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
D4A1A1D4C3,Dodatek 03,DODATEK-03,0,1,1,11.8,0,3.95,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Dodatek 09,DODATEK-09,3,3,3,3.51,0,0.53,1.59,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0B2I9J0,Produkt CAT14-2 C3J0B2I9J0,CAT14-2,0,2,2,21.23,0,2.78,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3A1E5D4E5,Produkt CAT17-4 C3A1E5D4E5,CAT17-4,0,1,2,23.07,0,5.31,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,1.0,
C3J0G7J0H8,Produkt CAT02-1-1 C3J0G7J0H8,CAT02-1-1,0,0,1,13.71,0,2.9,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,1.0,0.0,
D4A1A1F6F6,Produkt CAT03-2-1 D4A1A1F6F6,CAT03-2-1,0,1,1,17.84,0,3.5,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3F6J0F6E5,Produkt CAT13-3-2 C3F6J0F6E5,CAT13-3-2,2,2,2,25.71,0,2.9,5.8,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
B2H8C3A1C3,Produkt CAT05-2 B2H8C3A1C3,CAT05-2,0,0,3,26.81,0,5.82,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,2.0,1.0,
,Dodatek 10,DODATEK-10,3,3,3,6.19,0,0.39,1.17,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0G7J0G7,Produkt CAT07-1-2 C3J0G7J0G7,CAT07-1-2,2,0,1,6.81,0,5.47,10.94,1,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3E5C3H8E5,Produkt CAT01-1-2 C3E5C3H8E5,CAT01-1-2,3,3,3,67.56,0,3.13,9.39,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3H8J0A1J0,Produkt CAT13-1-2 C3H8J0A1J0,CAT13-1-2,3,3,3,35.06,0,1.88,5.64,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3C3D4D4E5,Produkt CAT04-2-2 C3C3D4D4E5,CAT04-2-2,2,1,1,17.11,0,4.31,8.62,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3A1F6A1C3,Produkt CAT18-2 C3A1F6A1C3,CAT18-2,0,1,1,21.56,0,1.73,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3E5I9H8G7,Dodatek 02,DODATEK-02,0,1,1,17.46,0,3.57,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
D4A1A1F6F6,Produkt CAT03-2-2 D4A1A1F6F6,CAT03-2-2,2,1,2,27.51,0,4.85,9.7,1,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
I9A1C3I9,Produkt CAT20-1 I9A1C3I9,C-CAT20-1,0,1,1,11.97,0,,,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
D4A1A1D4F6,Produkt CAT14-1 D4A1A1D4F6,CAT14-1,0,4,4,37.01,0,1.99,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3C3D4D4E5,Produkt CAT04-2-2 C3C3D4D4E5,C-CAT04-2-2,0,1,1,16.32,0,,,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0D4H8F6,Produkt CAT15-1 C3J0D4H8F6,CAT15-1,1,0,0,0.0,0,4.11,4.11,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
B2H8C3A1D4,Produkt CAT05-4 B2H8C3A1D4,CAT05-4,2,0,0,0.0,0,5.11,10.22,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-4-1,CAT01-X-4-1,0,0,7,67.34,0,7.44,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,5.0,2.0,
,Produkt CAT10-X-2-1,CAT10-X-2-1,0,0,2,24.85,0,3.81,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,2.0,0.0,
,Produkt CAT01-X-5-2,CAT01-X-5-2,8,5,7,102.34,0,5.89,47.12,2,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT11-X-2-1,CAT11-X-2-1,0,0,4,26.06,0,4.21,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,2.0,2.0,
,Produkt CAT21-1-2,CAT21-1-2,3,3,3,58.36,0,4.94,14.82,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-6-1,CAT01-X-6-1,0,0,7,61.35,0,6.69,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,3.0,4.0,
,Produkt CAT11-X-1-2,CAT11-X-1-2,5,3,3,49.63,0,4.0,20.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-3-2,CAT01-X-3-2,4,4,4,65.36,0,7.11,28.44,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT11-X-2-2,CAT11-X-2-2,5,2,2,33.61,0,4.89,24.45,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-7-2,CAT01-X-7-2,5,1,1,17.91,0,6.64,33.2,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT11-X-1-1,CAT11-X-1-1,0,0,4,23.54,0,4.54,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,1.0,3.0,
,Produkt CAT22-1-2,CAT22-1-2,3,1,1,16.65,0,2.92,8.76,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT11-X-3-2,CAT11-X-3-2,5,1,1,12.68,0,4.0,20.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-5-1,CAT01-X-5-1,0,0,3,39.41,0,5.34,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,3.0,0.0,
,Produkt CAT02-X-1-1,CAT02-X-1-1,0,0,1,10.74,0,6.78,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,1.0,0.0,
,Produkt CAT13-X-2-2,CAT13-X-2-2,4,3,3,32.08,0,1.72,6.88,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT12-X-1-2,CAT12-X-1-2,9,3,3,52.66,0,4.58,41.22,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-2-1,CAT01-X-2-1,0,0,3,24.56,0,7.13,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,1.0,2.0,
,Produkt CAT01-X-4-2,CAT01-X-4-2,2,2,2,43.83,0,5.74,11.48,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-1-2,CAT01-X-1-2,4,1,2,28.82,0,5.51,22.04,1,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT10-X-2-2,CAT10-X-2-2,4,3,3,56.18,0,3.69,14.76,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT23-1-2,CAT23-1-2,4,4,4,74.82,0,4.05,16.2,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT22-1-1,CAT22-1-1,0,0,3,20.55,0,2.36,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,1.0,2.0,
,Produkt CAT10-X-1-1,CAT10-X-1-1,0,0,2,8.1,0,4.23,0.0,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,2.0,
,Produkt CAT11-X-3-2,C-CAT11-X-3-2,0,1,1,11.85,0,,,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT11-X-1-2,C-CAT11-X-1-2,0,1,1,15.19,0,,,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-6-2,CAT01-X-6-2,8,1,1,15.86,0,5.82,46.56,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT01-X-2-2,CAT01-X-2-2,3,0,0,0.0,0,7.16,21.48,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT10-X-4-2,CAT10-X-4-2,4,0,0,0.0,0,4.2,16.8,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT10-X-3-2,CAT10-X-3-2,1,0,0,0.0,0,3.96,3.96,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
,Produkt CAT10-X-1-2,CAT10-X-1-2,4,0,0,0.0,0,4.92,19.68,0,0,0,17.03.26.xlsx,Sklep numer 11 #11,Sklep numer 11#11,17.03.26,11,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0G7J0E5,Produkt CAT01-4-1 C3J0G7J0E5,CAT01-4-1,0,0,1,16.93,0,7.93,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,1.0,0.0,
C3F6J0F6E5,Produkt CAT13-3-2 C3F6J0F6E5,CAT13-3-2,3,3,3,38.94,0,2.9,8.7,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0G7J0G7,Produkt CAT07-1-2 C3J0G7J0G7,CAT07-1-2,2,2,2,38.21,0,5.47,10.94,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3E5C3H8E5,Produkt CAT01-1-1 C3E5C3H8E5,CAT01-1-1,0,0,2,37.89,0,3.78,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,2.0,0.0,
C3F6J0J0A1,Produkt CAT01-2-1 C3F6J0J0A1,CAT01-2-1,0,0,7,113.33,0,4.01,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,7.0,0.0,
C3J0G7J0H8,Produkt CAT02-1-2 C3J0G7J0H8,CAT02-1-2,1,1,1,20.32,0,4.09,4.09,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
B2G7I9C3C3,Produkt CAT05-3 B2G7I9C3C3,CAT05-3,0,0,2,31.32,0,5.82,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,2.0,0.0,
C3H8G7I9E5,Produkt CAT01-3-2 C3H8G7I9E5,CAT01-3-2,4,3,3,67.3,0,4.0,16.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3H8J0A1J0,Produkt CAT13-1-2 C3H8J0A1J0,CAT13-1-2,2,2,2,21.45,0,1.88,3.76,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3H8J0C3A1,Produkt CAT15-3 C3H8J0C3A1,CAT15-3,4,4,4,91.82,0,4.38,17.52,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3A1E5C3J0,Produkt CAT17-1 C3A1E5C3J0,CAT17-1,0,2,2,35.5,0,4.35,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0B2J0F6,Produkt CAT16-3 C3J0B2J0F6,CAT16-3,0,1,1,14.99,0,2.06,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3B2B2H8E5,Produkt CAT04-1-2 C3B2B2H8E5,CAT04-1-2,1,1,1,13.04,0,3.18,3.18,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3F6J0J0A1,Produkt CAT01-2-2 C3F6J0J0A1,CAT01-2-2,3,3,3,64.52,0,5.32,15.96,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
B2H8C3A1D4,Produkt CAT05-4 B2H8C3A1D4,CAT05-4,2,1,1,15.65,0,5.11,10.22,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3E5C3B2I9,Produkt CAT16-1 C3E5C3B2I9,CAT16-1,0,2,2,29.92,0,1.56,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0G7J0I9,Produkt CAT06-1-2 C3J0G7J0I9,CAT06-1-2,1,1,1,14.32,0,5.66,5.66,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0G7J0I9,Produkt CAT06-1-1 C3J0G7J0I9,CAT06-1-1,0,1,1,11.1,0,2.1,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3H8J0B2J0,Produkt CAT15-4 C3H8J0B2J0,CAT15-4,2,2,2,34.82,0,3.4,6.8,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3E5C3H8E5,Produkt CAT01-1-2 C3E5C3H8E5,CAT01-1-2,6,5,5,76.26,0,3.13,18.78,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3A1F6A1C3,Produkt CAT18-2 C3A1F6A1C3,CAT18-2,0,1,2,28.5,0,1.73,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,1.0,
,Dodatek 09,DODATEK-09,2,2,2,1.63,0,0.53,1.06,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3H8J0C3C3,Produkt CAT15-2 C3H8J0C3C3,CAT15-2,2,1,1,18.15,0,5.58,11.16,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
B2H8C3A1C3,Produkt CAT05-2 B2H8C3A1C3,CAT05-2,0,0,1,15.99,0,5.82,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,1.0,0.0,
D4A1A1D4F6,Produkt CAT14-1 D4A1A1D4F6,CAT14-1,0,1,1,7.2,0,1.99,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
,Dodatek 11,DODATEK-11,0,2,2,3.82,0,,,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
,Dodatek 05,DODATEK-05,0,2,2,1.02,0,,,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0B2I9J0,Produkt CAT14-2 C3J0B2I9J0,CAT14-2,0,1,1,6.34,0,2.78,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3E5I9H8G7,Dodatek 02,DODATEK-02,0,1,1,10.35,0,3.57,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
D4A1E5A1J0,Produkt CAT13-2-2 D4A1E5A1J0,CAT13-2-2,2,2,2,22.04,0,2.88,5.76,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3J0G7J0H8,Produkt CAT02-1-1 C3J0G7J0H8,CAT02-1-1,0,0,2,22.93,0,2.9,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,1.0,1.0,
I9A1C3H8,Produkt CAT19-1 I9A1C3H8,CAT19-1,0,1,1,13.41,0,4.27,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
I9A1C3I9,Produkt CAT20-1 I9A1C3I9,CAT20-1,0,1,1,8.39,0,3.49,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,0.0,
C3C3D4D4E5,Produkt CAT04-2-1 C3C3D4D4E5,CAT04-2-1,0,0,2,11.22,0,5.65,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,2.0,
C3A1F6A1E5,Produkt CAT18-3 C3A1F6A1E5,CAT18-3,0,0,1,5.83,0,2.94,0.0,0,0,0,17.03.26.xlsx,Sklep numer 16 #16,Sklep numer 16#16,17.03.26,16,2026-04-20 17:42:40.483431,0.0,1.0,
